CDSCode,Status,County,Level_,Pb_Prv_BIE,Lat,Long
19644776012967,Active,Los Angeles,Elementary,Public,34.718236,-118.008078
19645016013197,Active,Los Angeles,Elementary,Public,34.090268,-118.043768
19645016013205,Active,Los Angeles,Elementary,Public,34.081266,-118.029531
19645016013296,Active,Los Angeles,Elementary,Public,34.085709,-118.021724
19645016013247,Active,Los Angeles,Elementary-High Combination,Public,34.059948,-118.056751
19645016013288,Active,Los Angeles,Elementary,Public,34.061489,-118.043571
19645016013163,Active,Los Angeles,Elementary,Public,34.065407,-118.056981
19645016013130,Active,Los Angeles,Elementary,Public,34.093294,-118.009178
19645016013148,Active,Los Angeles,Elementary,Public,34.098921,-118.032618
19645191938919,Active,Los Angeles,High School,Public,34.07755,-118.002278
19645191932664,Active,Los Angeles,High School,Public,34.065053,-118.033012
19645191996123,Active,Los Angeles,High School,Public,34.084183,-118.009175
19645191930320,Active,Los Angeles,High School,Public,34.094201,-118.022828
19645191937481,Active,Los Angeles,High School,Public,34.085562,-118.071498
19645276013312,Active,Los Angeles,Elementary,Public,34.011844,-118.074189
19645276061287,Active,Los Angeles,Intermediate/Middle/Junior High,Public,34.007815,-118.075909
19645276013403,Active,Los Angeles,Elementary,Public,33.995695,-118.081087
19645271932706,Active,Los Angeles,High School,Public,33.984966,-118.088796
19645270119644,Active,Los Angeles,Elementary,Public,33.970257,-118.094658
19645276057681,Active,Los Angeles,Intermediate/Middle/Junior High,Public,33.962039,-118.094847
19645276013338,Active,Los Angeles,Elementary,Public,33.964535,-118.102174
19645276013379,Active,Los Angeles,Elementary,Public,33.990608,-118.094522
19645276013353,Active,Los Angeles,Elementary,Public,34.006992,-118.083463
19645271932698,Active,Los Angeles,High School,Public,33.98884,-118.090846
19645276013411,Active,Los Angeles,Elementary,Public,33.989137,-118.08737
19645356013452,Active,Los Angeles,Intermediate/Middle/Junior High,Public,33.920676,-118.403692
19645351930353,Active,Los Angeles,High School,Public,33.925008,-118.413788
19645351932763,Active,Los Angeles,Elementary-High Combination,Public,33.924956,-118.413822
19645356013429,Active,Los Angeles,Elementary,Public,33.925015,-118.403635
19645506013544,Active,Los Angeles,Elementary,Public,34.065533,-118.082825
19645506013536,Active,Los Angeles,Elementary,Public,34.057234,-118.083409
19645506101497,Active,Los Angeles,Intermediate/Middle/Junior High,Public,34.057235,-118.083298
19645506013585,Active,Los Angeles,Elementary,Public,34.055962,-118.109153
19645686013627,Active,Los Angeles,Elementary,Public,34.12483,-118.254094
19645686013775,Active,Los Angeles,Elementary,Public,34.147119,-118.239061
19645686013718,Active,Los Angeles,Elementary,Public,34.169976,-118.286603
19645686013676,Active,Los Angeles,Elementary,Public,34.161816,-118.296914
19645681996156,Active,Los Angeles,Intermediate/Middle/Junior High,Public,34.139968,-118.263443
19645680116145,Active,Los Angeles,Elementary,Public,34.140033,-118.263555
19645686099022,Active,Los Angeles,Elementary-High Combination,Public,34.139899,-118.263374
19645686013650,Active,Los Angeles,Elementary,Public,34.139775,-118.265529
19645686013833,Active,Los Angeles,Elementary,Public,34.17369,-118.227281
19645686013619,Active,Los Angeles,Elementary,Public,34.179932,-118.286354
19645686013692,Active,Los Angeles,Elementary,Public,34.152342,-118.221276
19645681933472,Active,Los Angeles,High School,Public,34.14877,-118.250737
19645686057715,Active,Los Angeles,Intermediate/Middle/Junior High,Public,34.134185,-118.253289
19645686013809,Active,Los Angeles,Elementary,Public,34.224987,-118.228001
19645686013783,Active,Los Angeles,Elementary,Public,34.230157,-118.236565
19645681932144,Active,Los Angeles,High School,Public,34.222491,-118.243143
19645686013734,Active,Los Angeles,Elementary,Public,34.221515,-118.24095
19645686013684,Active,Los Angeles,Elementary,Public,34.199748,-118.231263
19645686013635,Active,Los Angeles,Elementary,Public,34.153331,-118.262395
19645686013742,Active,Los Angeles,Elementary,Public,34.227563,-118.251944
19645680116152,Active,Los Angeles,Elementary,Public,34.22635,-118.245408
19645686013643,Active,Los Angeles,Elementary,Public,34.239942,-118.258441
19645686061303,Active,Los Angeles,Intermediate/Middle/Junior High,Public,34.226215,-118.236426
19645681996131,Active,Los Angeles,High School,Public,34.237051,-118.254115
19645686013825,Active,Los Angeles,Elementary,Public,34.2392,-118.250144
19645686013767,Active,Los Angeles,Elementary,Public,34.135447,-118.248937
19645686013841,Active,Los Angeles,Elementary,Public,34.153292,-118.245759
19645686013817,Active,Los Angeles,Elementary,Public,34.135687,-118.238454
19645766013924,Active,Los Angeles,Elementary,Public,34.124748,-117.819372
19645761939677,Active,Los Angeles,High School,Public,34.124375,-117.869381
19645766013866,Active,Los Angeles,Elementary,Public,34.142406,-117.853825
19645766013882,Active,Los Angeles,Elementary,Public,34.140641,-117.873758
19645766061329,Active,Los Angeles,Intermediate/Middle/Junior High,Public,34.14151,-117.878369
19645766057731,Active,Los Angeles,Intermediate/Middle/Junior High,Public,34.149031,-117.848736
19734456068811,Active,Los Angeles,Elementary,Public,34.037811,-117.928985
19734456014138,Active,Los Angeles,Elementary,Public,34.045136,-117.956005
19734456014252,Active,Los Angeles,Elementary,Public,34.045099,-117.970353
19734456014377,Active,Los Angeles,Intermediate/Middle/Junior High,Public,34.035796,-117.958543
19734456014369,Active,Los Angeles,Elementary,Public,34.035699,-117.958651
19734450125351,Active,Los Angeles,High School,Public,34.012862,-117.978249
19734456014286,Active,Los Angeles,Elementary,Public,34.010158,-117.987358
19734451938935,Active,Los Angeles,High School,Public,34.010604,-117.972324
19734451996560,Active,Los Angeles,High School,Public,34.010707,-117.972258
19734451933316,Active,Los Angeles,Elementary-High Combination,Public,34.031182,-117.991781
19734456014179,Active,Los Angeles,Elementary,Public,34.040652,-117.945675
19734456014260,Active,Los Angeles,Elementary,Public,33.988846,-117.976943
19734456014310,Active,Los Angeles,Intermediate/Middle/Junior High,Public,33.996658,-117.973431
19734456014351,Active,Los Angeles,Intermediate/Middle/Junior High,Public,34.031844,-117.947429
19734456014419,Active,Los Angeles,Elementary,Public,34.02087,-117.946683
19734456014294,Active,Los Angeles,Elementary,Public,33.992313,-117.961338
19734456014112,Active,Los Angeles,Elementary,Public,34.048475,-117.941473
19734450122465,Active,Los Angeles,Elementary,Public,34.000226,-117.951084
19734456022396,Active,Los Angeles,Elementary,Public,34.029181,-117.927892
19734456066757,Active,Los Angeles,Elementary,Public,33.997067,-117.93787
19734456014237,Active,Los Angeles,Elementary,Public,34.001072,-117.974747
19734456014203,Active,Los Angeles,Elementary,Public,33.983008,-117.96136
19734456014278,Active,Los Angeles,Elementary,Public,33.983248,-117.977689
19734456014302,Active,Los Angeles,Elementary,Public,34.03388,-117.965249
19734456014393,Active,Los Angeles,Elementary,Public,34.038559,-117.963422
19734456022263,Active,Los Angeles,Elementary,Public,34.031134,-117.92319
19734456014385,Active,Los Angeles,Elementary,Public,34.044458,-117.96619
19734456069710,Active,Los Angeles,Elementary,Public,34.044346,-117.966268
19734456014153,Active,Los Angeles,Elementary,Public,34.033001,-117.945021
19645926014013,Active,Los Angeles,Elementary,Public,33.926365,-118.344763
19645926013957,Active,Los Angeles,Elementary,Public,33.922305,-118.358579
19645926014039,Active,Los Angeles,Elementary,Public,33.910183,-118.335643
19645926115265,Active,Los Angeles,Intermediate/Middle/Junior High,Public,33.908197,-118.342901
19645926014021,Active,Los Angeles,Intermediate/Middle/Junior High,Public,33.9066,-118.334373
19645926117246,Active,Los Angeles,Elementary,Public,33.915668,-118.336287
19645926013973,Active,Los Angeles,Elementary,Public,33.905752,-118.34593
19645926013999,Active,Los Angeles,Elementary,Public,33.915835,-118.350649
19645926013965,Active,Los Angeles,Intermediate/Middle/Junior High,Public,33.914772,-118.35065
19645920100354,Active,Los Angeles,High School,Public,33.920399,-118.354301
19645926013981,Active,Los Angeles,Elementary,Public,33.909063,-118.35815
19646006014047,Active,Los Angeles,Elementary,Public,33.869072,-118.390475
19646341936046,Active,Los Angeles,High School,Public,33.94003,-118.332457
19646346057756,Active,Los Angeles,Intermediate/Middle/Junior High,Public,33.939348,-118.328726
19646346014575,Active,Los Angeles,Elementary,Public,33.941108,-118.328455
19646346014443,Active,Los Angeles,Elementary,Public,33.934353,-118.33568
19646346014450,Active,Los Angeles,Elementary,Public,33.977658,-118.34691
19646346014435,Active,Los Angeles,Elementary,Public,33.926438,-118.332471
19646346014518,Active,Los Angeles,Elementary,Public,33.981228,-118.369192
19646346057749,Active,Los Angeles,Intermediate/Middle/Junior High,Public,33.963671,-118.356267
19646341996529,Active,Los Angeles,High School,Public,33.960354,-118.356592
19646341934231,Active,Los Angeles,High School,Public,33.960315,-118.356516
19646346014559,Active,Los Angeles,Elementary,Public,33.951685,-118.357585
19647330111641,Active,Los Angeles,High School,Public,33.993544,-118.322002
19646340120311,Active,Los Angeles,Intermediate/Middle/Junior High,Public,33.958338,-118.349838
19646346098768,Active,Los Angeles,Elementary,Public,33.961065,-118.360615
19646340119552,Active,Los Angeles,Elementary,Public,33.931417,-118.331789
19646341996586,Active,Los Angeles,High School,Public,33.960443,-118.331394
19646346014476,Active,Los Angeles,Elementary,Public,33.972292,-118.362226
19646346014542,Active,Los Angeles,Elementary,Public,33.981965,-118.375314
19646346014534,Active,Los Angeles,Elementary,Public,33.955402,-118.367522
19646346014492,Active,Los Angeles,Elementary,Public,33.957442,-118.344654
19646340116822,Active,Los Angeles,Intermediate/Middle/Junior High,Public,33.974334,-118.357033
19646340101667,Active,Los Angeles,Elementary,Public,33.974346,-118.356965
19646426108542,Active,Los Angeles,Elementary,Public,34.498274,-117.899837
19646426105969,Active,Los Angeles,Elementary,Public,34.586255,-117.838936
19646420120956,Active,Los Angeles,Intermediate/Middle/Junior High,Public,34.559816,-117.953123
19646426014609,Active,Los Angeles,Elementary,Public,34.559835,-117.953095
19646426014591,Active,Los Angeles,Elementary,Public,34.519353,-117.982278
19646426014583,Active,Los Angeles,Intermediate/Middle/Junior High,Public,34.527132,-117.964106
19646426106272,Active,Los Angeles,Elementary,Public,34.578837,-117.958145
19646591934611,Active,Los Angeles,High School,Public,34.192447,-118.179673
19646596014633,Active,Los Angeles,Elementary,Public,34.208154,-118.205411
19646596014666,Active,Los Angeles,Elementary,Public,34.208849,-118.187613
19646596014658,Active,Los Angeles,Elementary,Public,34.222476,-118.218687
19646676014765,Active,Los Angeles,Elementary,Public,34.683309,-118.153465
19646676014724,Active,Los Angeles,Elementary,Public,34.699786,-118.152072
19646676014674,Active,Los Angeles,Elementary,Public,34.710038,-118.158511
19646676108393,Active,Los Angeles,Elementary,Public,34.66999,-118.193807
19646676014682,Active,Los Angeles,Elementary,Public,34.691613,-118.123633
19646676014740,Active,Los Angeles,Intermediate/Middle/Junior High,Public,34.71,-118.123069
19646670119313,Active,Los Angeles,Elementary,Public,34.67229,-118.168409
19646676108401,Active,Los Angeles,Elementary,Public,34.683095,-118.105387
19646676109276,Active,Los Angeles,Elementary,Public,34.683026,-118.193633
19646676117022,Active,Los Angeles,Elementary,Public,34.687595,-118.143214
19646670124099,Active,Los Angeles,Elementary,Public,34.699606,-118.097083
19646676014708,Active,Los Angeles,Elementary,Public,34.699471,-118.120098
19646676014716,Active,Los Angeles,Elementary,Public,34.714101,-118.145592
19646676014757,Active,Los Angeles,Elementary,Public,34.679432,-118.144619
19646676108419,Active,Los Angeles,Elementary,Public,34.672869,-118.114723
19646831931781,Active,Los Angeles,High School,Public,34.138828,-118.627293
19646836110563,Active,Los Angeles,Elementary,Public,34.140661,-118.653063
19646836085658,Active,Los Angeles,Elementary,Public,34.161746,-118.696723
19646831930080,Active,Los Angeles,High School,Public,34.151715,-118.75097
19646831931260,Active,Los Angeles,High School,Public,34.151815,-118.75085
19646836099030,Active,Los Angeles,Elementary,Public,34.158365,-118.757742
19646836093025,Active,Los Angeles,Elementary,Public,34.161288,-118.755262
19646830116129,Active,Los Angeles,Elementary,Public,34.161183,-118.75534
19646836014815,Active,Los Angeles,Elementary,Public,34.144285,-118.813865
19646836014807,Active,Los Angeles,Elementary,Public,34.153641,-118.666749
19646836066765,Active,Los Angeles,Intermediate/Middle/Junior High,Public,34.157065,-118.785267
19646830118240,Active,Los Angeles,Elementary,Public,34.166947,-118.788954
19646836014823,Active,Los Angeles,Elementary,Public,34.166917,-118.789033
19646911996438,Active,Los Angeles,High School,Public,33.882264,-118.355411
19646916014914,Active,Los Angeles,Elementary,Public,33.896549,-118.333879
19646916014906,Active,Los Angeles,Elementary,Public,33.890024,-118.338113
19646916014930,Active,Los Angeles,Elementary,Public,33.87776,-118.356211
19646916014898,Active,Los Angeles,Elementary,Public,33.899192,-118.355322
19646910112144,Active,Los Angeles,Intermediate/Middle/Junior High,Public,33.893202,-118.356732
19647096014963,Active,Los Angeles,Elementary,Public,33.942926,-118.358064
19647096106736,Active,Los Angeles,Intermediate/Middle/Junior High,Public,33.935104,-118.365676
19647090100602,Active,Los Angeles,High School,Public,33.935309,-118.351944
19647091996313,Active,Los Angeles,High School,Public,33.934769,-118.347708
19647096014971,Active,Los Angeles,Elementary,Public,33.935566,-118.349302
19647090100610,Active,Los Angeles,Elementary,Public,33.941361,-118.346516
19647096014948,Active,Los Angeles,Elementary,Public,33.937293,-118.365253
19647090107508,Active,Los Angeles,Intermediate/Middle/Junior High,Public,33.952352,-118.354361
19647176015044,Active,Los Angeles,Intermediate/Middle/Junior High,Public,33.937726,-118.084188
19647176015069,Active,Los Angeles,Intermediate/Middle/Junior High,Public,33.927057,-118.09668
19647176015051,Active,Los Angeles,Elementary,Public,33.930538,-118.07638
19647176015077,Active,Los Angeles,Elementary,Public,33.943415,-118.087804
19647176014997,Active,Los Angeles,Elementary,Public,33.928664,-118.085301
19647176015093,Active,Los Angeles,Elementary,Public,33.924879,-118.100421
19647176015085,Active,Los Angeles,Elementary,Public,33.919807,-118.075587
19647176015101,Active,Los Angeles,Elementary,Public,33.920996,-118.084491
19647176015036,Active,Los Angeles,Elementary,Public,33.953375,-118.081543
19649986022701,Active,Los Angeles,Elementary,Public,34.443904,-118.535395
19649986106876,Active,Los Angeles,Elementary,Public,34.437103,-118.551972
19649986022693,Active,Los Angeles,Elementary,Public,34.447006,-118.507422
19649986022727,Active,Los Angeles,Elementary,Public,34.433833,-118.481399
19649986115513,Active,Los Angeles,Elementary,Public,34.447247,-118.484646
19649980119230,Active,Los Angeles,Elementary,Public,34.457918,-118.568503
19649980108597,Active,Los Angeles,Elementary,Public,34.469125,-118.558876
19649806061659,Active,Los Angeles,Intermediate/Middle/Junior High,Public,34.029613,-118.490319
19649806022560,Active,Los Angeles,Elementary,Public,34.018602,-118.461663
19649806022552,Active,Los Angeles,Elementary,Public,34.039259,-118.484929
19649806022644,Active,Los Angeles,Elementary,Public,34.012551,-118.471038
19649806022594,Active,Los Angeles,Elementary,Public,34.032162,-118.477329
19649806058531,Active,Los Angeles,Intermediate/Middle/Junior High,Public,34.013346,-118.469152
19649806022545,Active,Los Angeles,Elementary,Public,34.024059,-118.465024
19649806093538,Active,Los Angeles,Elementary,Public,34.005756,-118.481109
19649806022578,Active,Los Angeles,Elementary,Public,34.005696,-118.481223
19649801995737,Active,Los Angeles,Elementary-High Combination,Public,34.025838,-118.826209
19649806022537,Active,Los Angeles,Elementary,Public,34.025903,-118.826137
19649801938000,Active,Los Angeles,High School,Public,34.011962,-118.486768
19649806022602,Active,Los Angeles,Elementary,Public,34.012732,-118.801528
19649801933373,Active,Los Angeles,High School,Public,34.007146,-118.477678
19649806022610,Active,Los Angeles,Elementary,Public,34.028858,-118.501411
19649646022529,Active,Los Angeles,Elementary,Public,34.116995,-118.115676
19649646022503,Active,Los Angeles,Intermediate/Middle/Junior High,Public,34.117473,-118.113727
19649641937754,Active,Los Angeles,High School,Public,34.126598,-118.099019
19649646022495,Active,Los Angeles,Elementary,Public,34.126098,-118.089416
19752911995810,Active,Los Angeles,High School,Public,34.082939,-118.091991
19752916022438,Active,Los Angeles,Intermediate/Middle/Junior High,Public,34.101037,-118.078686
19752916022453,Active,Los Angeles,Elementary,Public,34.083268,-118.102229
19752916022479,Active,Los Angeles,Elementary,Public,34.106987,-118.103
19752911996081,Active,Los Angeles,High School,Public,34.098381,-118.099291
19752916022461,Active,Los Angeles,Elementary,Public,34.097254,-118.085147
19752911996016,Active,Los Angeles,High School,Public,34.097554,-118.09135
19752916022420,Active,Los Angeles,Elementary,Public,34.109094,-118.112666
19752916022487,Active,Los Angeles,Elementary,Public,34.117828,-118.08902
19734521930106,Active,Los Angeles,High School,Public,33.997159,-117.882843
19734526022404,Active,Los Angeles,Elementary,Public,33.991616,-117.8721
19734526022297,Active,Los Angeles,Elementary,Public,33.992384,-117.899973
19734526022388,Active,Los Angeles,Elementary,Public,34.017301,-117.912031
19734520111070,Active,Los Angeles,Elementary-High Combination,Public,34.017227,-117.912116
19651281934868,Active,Los Angeles,High School,Public,33.95594,-117.996475
19650376022800,Active,Los Angeles,Elementary,Public,33.929988,-118.047548
19650376022834,Active,Los Angeles,Elementary,Public,33.925151,-118.043446
19650296022776,Active,Los Angeles,Elementary,Public,34.109409,-118.146117
19650291938455,Active,Los Angeles,High School,Public,34.109223,-118.155638
19650296058556,Active,Los Angeles,Intermediate/Middle/Junior High,Public,34.108907,-118.149041
19650296022784,Active,Los Angeles,Elementary,Public,34.103587,-118.164976
19650296022768,Active,Los Angeles,Elementary,Public,34.113242,-118.166886
19756971996693,Active,Los Angeles,High School,Public,34.060092,-117.750798
19764970115725,Active,Los Angeles,Elementary-High Combination,Public,33.894634,-118.216078
19649986022685,Active,Los Angeles,Elementary,Public,34.426056,-118.492587
19649986112528,Active,Los Angeles,Elementary,Public,34.472436,-118.523654
19649986107924,Active,Los Angeles,Elementary,Public,34.451234,-118.529242
19649986022669,Active,Los Angeles,Elementary,Public,34.429923,-118.532729
19649986116495,Active,Los Angeles,Elementary,Public,34.455486,-118.545346
19649986120257,Active,Los Angeles,Elementary,Public,34.426675,-118.550183
19734520123323,Active,Los Angeles,Preschool,Public,33.979356,-117.900829
19734526022347,Active,Los Angeles,Elementary,Public,34.005603,-117.894209
19734526022305,Active,Los Angeles,Elementary,Public,33.981012,-117.88716
19734526022362,Active,Los Angeles,Elementary,Public,33.981858,-117.876004
19734521937564,Active,Los Angeles,High School,Public,33.981633,-117.88349
19734526022222,Active,Los Angeles,Elementary,Public,33.972064,-117.898086
19734526022271,Active,Los Angeles,Elementary,Public,34.007865,-117.879258
19734520125005,Active,Los Angeles,Elementary,Public,34.006113,-117.884349
19734526022248,Active,Los Angeles,Intermediate/Middle/Junior High,Public,34.015365,-117.908795
19734521936228,Active,Los Angeles,High School,Public,34.010946,-117.888596
19734526022412,Active,Los Angeles,Elementary,Public,34.009197,-117.906072
19649316022206,Active,Los Angeles,Elementary,Public,34.075979,-118.063584
19649316022198,Active,Los Angeles,Intermediate/Middle/Junior High,Public,34.082896,-118.076528
19649316022172,Active,Los Angeles,Elementary,Public,34.087016,-118.068883
19649316022164,Active,Los Angeles,Elementary,Public,34.083331,-118.084714
19649316022180,Active,Los Angeles,Elementary,Public,34.07399,-118.080705
19753411995752,Active,Los Angeles,High School,Public,33.846525,-118.382282
19753410116285,Active,Los Angeles,High School,Public,33.846416,-118.382167
19753411937143,Active,Los Angeles,High School,Public,33.846637,-118.382355
19753416022149,Active,Los Angeles,Elementary,Public,33.820606,-118.375706
19753416022032,Active,Los Angeles,Elementary,Public,33.869547,-118.376075
19753416022008,Active,Los Angeles,Elementary,Public,33.829582,-118.377873
19753416022081,Active,Los Angeles,Intermediate/Middle/Junior High,Public,33.844421,-118.377705
19753416022107,Active,Los Angeles,Elementary,Public,33.881885,-118.371346
19753416022099,Active,Los Angeles,Elementary,Public,33.860505,-118.380138
19753416022024,Active,Los Angeles,Elementary,Public,33.851809,-118.383451
19649076021794,Active,Los Angeles,Elementary,Public,34.078924,-117.731619
19649071933175,Active,Los Angeles,High School,Public,34.069096,-117.790468
19649076021877,Active,Los Angeles,Elementary,Public,34.0701,-117.729836
19649076021893,Active,Los Angeles,Elementary,Public,34.070494,-117.752972
19649070111054,Active,Los Angeles,Elementary,Public,34.070628,-117.777335
19649076021919,Active,Los Angeles,Elementary,Public,34.074952,-117.722214
19649076021786,Active,Los Angeles,Elementary,Public,34.042882,-117.739183
19649076021802,Active,Los Angeles,Elementary,Public,34.066963,-117.780868
19649076021976,Active,Los Angeles,Elementary,Public,34.048775,-117.78139
19649076058515,Active,Los Angeles,Intermediate/Middle/Junior High,Public,34.065917,-117.785812
19649076108922,Active,Los Angeles,Elementary,Public,34.035308,-117.785018
19649076101133,Active,Los Angeles,Elementary,Public,34.035411,-117.771044
19649076021950,Active,Los Angeles,Elementary,Public,34.082181,-117.750482
19649076021927,Active,Los Angeles,Elementary,Public,34.082598,-117.73807
19649076068787,Active,Los Angeles,Elementary,Public,34.020725,-117.817296
19649076021828,Active,Los Angeles,Elementary,Public,34.031985,-117.798177
19649076021836,Active,Los Angeles,Elementary,Public,34.024581,-117.801889
19649076021984,Active,Los Angeles,Elementary,Public,34.086071,-117.753689
19649071933324,Active,Los Angeles,High School,Public,34.03845,-117.751598
19649076021901,Active,Los Angeles,Elementary,Public,34.045747,-117.7526
19649076021851,Active,Los Angeles,Elementary,Public,34.100125,-117.743825
19649071937028,Active,Los Angeles,High School,Public,34.085966,-117.740198
19649076066781,Active,Los Angeles,Intermediate/Middle/Junior High,Public,34.017111,-117.808662
19649076021885,Active,Los Angeles,Elementary,Public,34.035975,-117.754876
19734456014336,Active,Los Angeles,Elementary,Public,34.014446,-117.987533
19646830101154,Active,Los Angeles,Intermediate/Middle/Junior High,Public,34.142086,-118.612436
19646836014799,Active,Los Angeles,Elementary,Public,34.141736,-118.619331
19647251930411,Active,Los Angeles,Elementary-High Combination,Public,33.338658,-118.332892
19647251995539,Active,Los Angeles,High School,Public,33.861388,-118.254129
19647256057814,Active,Los Angeles,Intermediate/Middle/Junior High,Public,33.853273,-118.18131
19647256015697,Active,Los Angeles,Elementary,Public,33.779873,-118.156209
19647256057780,Active,Los Angeles,Intermediate/Middle/Junior High,Public,33.880886,-118.179899
19647256015135,Active,Los Angeles,Elementary,Public,33.846028,-118.178547
19647256061352,Active,Los Angeles,Intermediate/Middle/Junior High,Public,33.77985,-118.10496
19647256015440,Active,Los Angeles,Elementary,Public,33.781516,-118.177288
19647256015341,Active,Los Angeles,Elementary,Public,33.871525,-118.175273
19647256015606,Active,Los Angeles,Elementary,Public,33.793146,-118.174891
19647256015416,Active,Los Angeles,Elementary,Public,33.875146,-118.201785
19647256061386,Active,Los Angeles,Intermediate/Middle/Junior High,Public,33.785155,-118.194373
19647256116933,Active,Los Angeles,Elementary,Public,33.862845,-118.202891
19647251936947,Active,Los Angeles,High School,Public,33.787295,-118.182576
19647256015432,Active,Los Angeles,Elementary,Public,33.787583,-118.157829
19647256015358,Active,Los Angeles,Elementary,Public,33.85938,-118.171766
19647256015671,Active,Los Angeles,Elementary,Public,33.817064,-118.217348
19647251995570,Active,Los Angeles,High School,Public,33.789283,-118.194674
19647256015317,Active,Los Angeles,Elementary,Public,33.789767,-118.117903
19647256109292,Active,Los Angeles,Elementary,Public,33.794615,-118.168785
19647256015572,Active,Los Angeles,Intermediate/Middle/Junior High,Public,33.792975,-118.168929
19647251937176,Active,Los Angeles,High School,Public,33.795261,-118.219661
19647256015325,Active,Los Angeles,Elementary,Public,33.797981,-118.212184
19647256015614,Active,Los Angeles,Elementary,Public,33.798037,-118.17331
19647256015382,Active,Los Angeles,Elementary,Public,33.800447,-118.220814
19647251996503,Active,Los Angeles,High School,Public,33.777153,-118.190254
19647256015580,Active,Los Angeles,Elementary,Public,33.80108,-118.116771
19647256015424,Active,Los Angeles,Elementary,Public,33.80166,-118.196424
19647256015507,Active,Los Angeles,Elementary,Public,33.767168,-118.154037
19647256015283,Active,Los Angeles,Elementary,Public,33.804322,-118.106571
19647256112056,Active,Los Angeles,Elementary,Public,33.807128,-118.191349
19647251935758,Active,Los Angeles,High School,Public,33.807245,-118.109834
19647256015499,Active,Los Angeles,Elementary,Public,33.839192,-118.158048
19647256015531,Active,Los Angeles,Elementary,Public,33.813488,-118.210549
19647256015267,Active,Los Angeles,Elementary,Public,33.815307,-118.101868
19647256015598,Active,Los Angeles,Elementary,Public,33.844514,-118.15248
19647256057798,Active,Los Angeles,Intermediate/Middle/Junior High,Public,33.840623,-118.151592
19647250127506,Active,Los Angeles,Intermediate/Middle/Junior High,Public,33.823065,-118.187264
19647256057830,Active,Los Angeles,Intermediate/Middle/Junior High,Public,33.766974,-118.132059
19647256015473,Active,Los Angeles,Elementary,Public,33.765324,-118.132155
19647250125153,Active,Los Angeles,High School,Public,33.805462,-118.149541
19647256015366,Active,Los Angeles,Elementary,Public,33.826279,-118.109488
19647256015457,Active,Los Angeles,Elementary,Public,33.827181,-118.181661
19647256061360,Active,Los Angeles,Intermediate/Middle/Junior High,Public,33.827803,-118.179114
19647256015309,Active,Los Angeles,Elementary,Public,33.771246,-118.144809
19647256015168,Active,Los Angeles,Elementary,Public,33.783991,-118.145062
19647251934678,Active,Los Angeles,High School,Public,33.837827,-118.1212
19647251939875,Active,Los Angeles,High School,Public,33.776974,-118.140714
19647256015259,Active,Los Angeles,Elementary,Public,33.844643,-118.105935
19647256015374,Active,Los Angeles,Elementary,Public,33.849465,-118.147848
19647256015663,Active,Los Angeles,Elementary,Public,33.8411,-118.133564
19647250101741,Active,Los Angeles,High School,Public,33.847644,-118.200113
19647250115535,Active,Los Angeles,Intermediate/Middle/Junior High,Public,33.847592,-118.200242
19647250114603,Active,Los Angeles,Elementary,Public,33.84789,-118.195236
19647256015622,Active,Los Angeles,Elementary,Public,33.773527,-118.184344
19647256015465,Active,Los Angeles,Elementary,Public,33.828246,-118.200202
19647256015333,Active,Los Angeles,Elementary,Public,33.852194,-118.122291
19647256015150,Active,Los Angeles,Elementary,Public,33.797202,-118.130683
19647256061337,Active,Los Angeles,Intermediate/Middle/Junior High,Public,33.84106,-118.129147
19647256015119,Active,Los Angeles,Elementary,Public,33.852627,-118.190644
19647256015242,Active,Los Angeles,Elementary,Public,33.812307,-118.127821
19647256061345,Active,Los Angeles,Intermediate/Middle/Junior High,Public,33.774019,-118.177153
19647256015408,Active,Los Angeles,Elementary,Public,33.772947,-118.105452
19647256015200,Active,Los Angeles,Elementary,Public,33.798317,-118.185526
19647256057822,Active,Los Angeles,Intermediate/Middle/Junior High,Public,33.817686,-118.118423
19647256061378,Active,Los Angeles,Intermediate/Middle/Junior High,Public,33.800994,-118.119218
19647256015481,Active,Los Angeles,Elementary,Public,33.840235,-118.11472
19647251934470,Active,Los Angeles,High School,Public,33.872575,-118.184148
19647256015515,Active,Los Angeles,Elementary,Public,33.878813,-118.157982
19647256108013,Active,Los Angeles,Elementary,Public,33.77588,-118.190657
19647256015556,Active,Los Angeles,Elementary,Public,33.824451,-118.096776
19647250127381,Active,Los Angeles,High School,Public,33.830361,-118.096336
19647256015143,Active,Los Angeles,Elementary,Public,33.810699,-118.201306
19647250107458,Active,Los Angeles,Elementary,Public,33.769891,-118.201264
19647256057806,Active,Los Angeles,Intermediate/Middle/Junior High,Public,33.776318,-118.148114
19101990123604,Active,Los Angeles,High School,Public,34.281429,-118.383564
19101990121905,Active,Los Angeles,High School,Public,34.011704,-118.169266
19101991996008,Active,Los Angeles,High School,Public,34.075643,-118.286471
19101990124925,Active,Los Angeles,Elementary,Public,33.915584,-118.222317
19101991995869,Active,Los Angeles,High School,Public,34.050981,-117.819661
19101990123612,Active,Los Angeles,High School,Public,34.158526,-118.587247
19101991933399,Active,Los Angeles,High School,Public,34.063977,-118.170674
19101990109942,Active,Los Angeles,High School,Public,34.102912,-118.182522
19101990127522,Active,Los Angeles,High School,Public,34.128335,-118.188481
19101996116883,Active,Los Angeles,Elementary,Public,34.199984,-118.160774
